#{"t_start": 1646496003.4753594, "env_id": "LunarLander-v2"}
r,l,t
-49.412906,282,316.743066
-50.658568,323,317.140008
131.564825,524,317.804666
-89.633044,340,318.227288
-36.947783,354,318.678614
-0.576651,292,319.014617
10.188702,304,319.355969
-9.948708,317,319.723814
-76.344758,374,320.200557
-30.654739,317,320.554099
229.840311,395,321.007571
-89.921462,348,321.385323
205.98599,424,321.905423
-72.222459,338,322.307189
21.574947,276,322.607765
-48.114732,255,322.894143
234.220501,361,323.322697
-10.911138,357,323.759676
-66.820906,300,324.105576
221.980024,387,324.550597
-81.904917,436,325.075422
-36.646637,358,325.511799
-81.007254,313,325.874812
-60.047731,338,326.271387
-92.433787,312,326.628614
-115.430344,1000,328.117946
-37.960227,423,328.65759
-140.338179,696,329.914707
-82.997703,1000,332.222788
-95.770479,360,332.667778
-96.511555,335,333.127518
-48.313646,219,333.359444
-119.49543,745,334.37054
-133.777147,904,335.758599
-143.589577,500,336.416128
-44.726366,315,336.757627
-23.372528,198,336.967664
-25.593789,161,337.128234
46.886675,205,337.3411
-18.872016,181,337.524724
-5.309068,264,337.805628
30.605621,207,338.078031
167.723236,375,338.591689
-27.19538,185,338.787473
176.08735,334,339.208015
-42.283659,179,339.392106
-73.460878,146,339.539194
-56.742148,243,339.802553
2.115512,226,340.049399
-35.906844,188,340.249189
24.493859,263,340.535572
1.359441,269,340.849546
-63.250251,217,341.081737
-71.706205,364,341.541746
28.129033,325,341.922596
-74.638872,331,342.340867
204.874527,504,342.976599
-48.450695,207,343.195314
162.819592,608,344.104473
-147.955067,757,345.419889
-55.024299,731,346.775351
-126.115325,1000,348.705607
-10.8547,276,349.004699
-44.174975,356,349.438631
-49.155398,254,349.768483
-37.408366,295,350.124563
-56.35194,588,350.961628
-54.521878,386,351.464729
-43.53088,449,352.066907
-27.910275,364,352.507685
-89.933345,283,352.814149
-69.728022,246,353.072489
5.408636,291,353.404642
-40.579295,275,353.715997
-74.204052,226,353.952655
-98.292297,322,354.336897
-2.106584,293,354.697968
-71.840318,293,355.099888
239.931283,424,355.706502
214.705657,396,356.266577
165.269741,632,357.177725
-92.417239,405,357.697337
-142.326034,491,358.421649
-224.263227,1000,360.099973
-18.302337,449,360.691743
-88.352072,340,361.084926
200.646852,485,361.733615
212.784128,417,362.306581
-91.688018,274,362.611752
-184.514389,539,363.373815
-116.267829,279,363.692949
-145.786753,538,364.524587
138.250875,733,365.943025
-173.024598,1000,368.197605
-89.647921,1000,369.6746
-51.453816,332,370.039015
-185.533332,1000,372.118092
-110.553939,726,373.259401
-56.186811,335,373.65166
-145.985939,783,375.252685
-71.386789,283,375.586157
-114.387219,803,376.727583
164.763483,690,377.843576
-58.714944,228,378.099597
-89.688872,431,378.651576
-122.830544,329,379.061662
-137.256764,595,379.895644
-128.904338,485,380.532025
-136.493019,601,381.474334
-171.717659,742,382.528825
-101.123004,286,382.862074
216.680336,469,383.532564
-104.800457,410,384.06559
-122.696385,401,384.548517
-107.734679,360,384.966936
-50.459605,367,385.416735
-109.288482,399,385.894834
235.923899,469,386.542544
-60.3215,314,386.941451
-39.247311,304,387.299611
87.501358,589,388.060551
208.458064,472,388.666171
-71.652399,397,389.162594
-35.106599,336,389.539174
204.314371,413,390.088703
120.05256,509,390.839794
-89.099676,228,391.082146
115.520487,583,391.921299
-78.232348,278,392.23147
183.474454,610,393.365531
-40.588988,267,393.653878
-50.232821,310,394.008259
185.953667,568,394.78812
-160.582737,790,395.878551
-38.165881,205,396.086778
167.222669,382,396.559054
58.847178,1000,397.941044
136.931236,490,398.564229
-40.450123,245,398.831324
-100.415882,1000,400.378122
-44.351697,254,400.651534
161.277399,439,401.233548
-64.27243,220,401.457416
-120.651944,440,402.01755
179.347067,476,402.631065
131.436935,792,404.512587
169.525524,813,406.205864
-155.070063,273,406.521774
-158.495788,294,406.870863
185.999874,949,408.357534
-84.882642,231,408.608942
-72.212927,298,408.928085
179.053201,470,409.637397
154.585617,445,410.273664
180.470101,377,410.745437
176.734173,447,411.311529
-81.478625,267,411.609617
143.232391,446,412.182559
178.91071,425,412.759195
188.982134,422,413.314854
-50.529392,388,413.775596
-61.38684,246,414.047589
169.482398,474,414.666721
-70.993839,273,414.959569
-31.334253,316,415.332595
-83.31421,363,415.793008
-68.853445,245,416.046896
-81.869821,276,416.336165
-105.980725,353,416.755152
-57.043401,190,416.942192
203.155046,541,417.707553
205.638948,543,418.581038
162.901289,593,419.409799
-91.295398,372,419.828355
127.856824,489,420.41775
-58.806472,400,420.869512
-152.793331,414,421.335657
140.483036,539,422.143152
-84.088807,339,422.547099
-59.497759,534,423.178653
138.55087,662,424.132901
-185.77261,450,424.731301
200.370529,484,425.431496
-82.637756,368,425.849426
-68.019197,360,426.312912
-62.580181,216,426.545518
-87.320934,464,427.128577
141.848972,476,427.698055
-28.387531,374,428.122694
185.860749,465,428.767967
-149.602605,538,429.414748
187.006092,548,430.210567
188.588565,489,430.912685
140.814503,623,431.769612
194.614441,526,432.65266
173.003825,471,433.312554
-88.488668,205,433.521347
194.077676,435,434.154362
-89.524284,229,434.40668
176.63754,378,434.895541
240.198304,374,435.371559
-70.381169,325,435.748648
-33.341188,272,436.02251
172.568113,355,436.444609
204.652972,381,436.902503
192.516116,297,437.244352
196.568879,403,437.74055
221.071815,396,438.238899
229.205305,499,438.926718
-60.045962,332,439.332901
191.05165,598,440.259566
140.025679,466,440.86844
-60.798205,172,441.037645
220.547267,393,441.522577
-92.416418,291,441.863377
-66.509105,342,442.241574
-67.247379,157,442.410536
119.428953,396,442.944429
-19.174164,276,443.241651
-95.361567,357,443.670538
-72.088073,356,444.080415
-131.147469,475,444.725239
234.114202,479,445.311436
-88.640846,498,446.00558
-33.146901,279,446.303661
-27.628559,271,446.607768
-28.616317,436,447.150552
-49.90254,389,447.584747
178.68339,551,448.312293
200.350862,678,449.254604
190.075014,452,449.852999
-82.970325,362,450.317562
-39.442882,364,450.773582
221.832439,464,451.3699
178.643633,628,452.252577
-59.594729,305,452.584085
-85.368742,280,452.872341
